Lyric,Artist,Title
selena gomez take away your things and go you can't take back what you said i know i've heard it all before at least a million times i'm not one to forget you know pre selena gomez i don't believe i don't believe it you left in peace left me in pieces too hard to breathe i'm on my knees right now ow selena gomez with charli xcx i'm so sick of that same old love that shit it tears me up im so sick of that same old love my body's had enough ohohoh that same old love ohohoh that same old love im so sick of that same old love feels like i've blown apart im so sick of that same old love the kind that breaks your heart ohohoh that same old love ohohoh that same old love ohohoh ohohoh that same old love ohohoh selena gomez i'm not spending any time wasting tonight on you i know i've heard it all so don't you try and change your mind 'cause i won't be changing too you know pre selena gomez you can't believe still can't believe it you left in peace left me in pieces too hard to breathe i'm on my knees right now 'ow selena gomez with charli xcx i'm so sick of that same old love that shit it tears me up im so sick of that same old love my body's had enough ohohoh that same old love ohohoh that same old love im so sick of that same old love feels like i've blown apart im so sick of that same old love the kind that breaks your heart ohohoh that same old love ohohoh that same old love ohohoh ohohoh that same old love ohohoh ohohoh that same old love selena gomez with charli xcx i'm so sick of that same old love that shit it tears me up im so sick of that same old love my body's had enough ohohoh that same old love ohohoh that same old love im so sick of that same old love feels like i've blown apart im so sick of that same old love the kind that breaks your heart ohohoh that same old love ohohoh that same old love,Selena Gomez,Same Old Love (Borgore Remix)
now that i have captured your attention i wanna steal you for a rhythm intervention mr tsa i'm ready for inspection shshshow me how you make a first impression pre oh oh can we take it nice and slow slow break it down and drop it low low 'cause i just wanna party all night in the neon lights so you can't let me go i just wanna feel your body right next to mine all night long baby slow down the song and when it's coming closer to the end hit rewind all night long baby slow down the song yeah baby slow down the song yeah baby slow down the song all night long all night long if you want me i'm accepting applications so long as we kekeep this record on rotation you know i'm good with mouthtomouth resuscitation breathe me in breathe me out so amazing pre oh oh can we take it nice and slow slow break it down and drop it low low cause i just wanna party all night in the neon lights 'til you can't let me go i just wanna feel your body right next to mine all night long baby slow down the song and when it's coming closer to the end hit rewind all night long baby slow down the song yeah baby slow down the song yeah baby slow down the song breathe me in breathe me out the music's got me going breathe me in breathe me out no stopping 'til the morning breathe me in breathe me out you know i'm ready for it for it for it yeah breathe me in breathe me out the music's got me going breathe me in breathe me out no stopping 'til the morning breathe me in breathe me out you know i'm ready for it for it for it yeah all night long yeah baby slow down the song all night long yeah baby slow down the song yeah baby slow down the song yeah baby slow down the song,Selena Gomez,Slow Down (Jason Nevins Remix)
baby baby you've been so distant from me lately lately and lately and lately don't even wanna call you baby baby pre saw us gettin' older older burnin' toast in the toaster toaster my ambitions were too high waiting up for you upstairs upstairs why you act like i'm not there baby right now it feels like it feels like you don't care why don't you recognize i'm so rare i'm always there you don't do the same for me that's not fair i don't have it all i'm not claiming to but i know that i'm special so special yeah and i'll bet there's somebody else out there to tell me i'm rare to make me feel rare baby baby don't make me count up all the reasons to stay with you no reason why you and i are not succeeding ahah mmm ah ah pre saw us gettin' older oh burnin' toast in the toaster ahha my ambitions were too high too high waiting up for you upstairs upstairs why you act like i'm not there ahha baby right now it feels like what it feels like you don't care why don't you recognize i'm so rare i'm so rare i'm always there you don't do the same for me that's not fair i don't have it all i'm not claiming to but i know that i'm special so special yeah and i'll bet there's somebody else out there to tell me i'm rare to make me feel rare yeah yeah i'm not gonna beg for you ah ahahahahah i'm not gonna let you make me cry rare not getting enough from you ah ahahahahah didn't you know i'm hard to find rare hard to find it feels like you don't care you don't care why don't you recognize i'm so rare so rare i'm always there you don't do the same for me that's that's not not fair i'm not gonna beg for you ah ahahahahah i'm not gonna let you make me cry oh no no no oh no no no not getting enough from you ah ahahahahah didn't you know i'm hard to find oh no no no oh yeah ah ahahahahah rare,Selena Gomez,Rare (80's Version)
the world can be a nasty place you know it i know it yeah we dont have to fall from grace put down the weapons you fight with kill 'em with kindness kill 'em with kindness kill 'em kill 'em kill 'em with kindness kill 'em with kindness kill 'em with kindness go ahead go ahead go ahead now were running out of time chasing our lies everyday a small piece of you dies always somebody youre willing to fight to be right pre your lies are bullets your mouth's a gun and no war in anger was ever won put out the fire before igniting next time youre fighting kill 'em with kindness kill 'em with kindness kill 'em kill 'em kill 'em with kindness kill 'em with kindness kill 'em with kindness go ahead go ahead go ahead now go ahead go ahead now go ahead go ahead now pre your lies are bullets your mouth's a gun no war in anger was ever won put out the fire before igniting next time youre fighting kill 'em with kindness kill 'em with kindness kill 'em kill 'em kill 'em with kindness kill 'em with kindness kill 'em with kindness go ahead go ahead go ahead now go ahead go ahead now go ahead go ahead now go ahead go ahead now,Selena Gomez,Kill Em with Kindness (Young Bombs Remix)
breathe me in breathe me out breathe me in breathe me out breathe me in breathe me out breathe me in breathe me out now that i have captured your attention i wanna steal you for a rhythm intervention mr tsa i'm ready for inspection shshshow me how you make a first impression pre oh oh can we take it nice and slow slow break it down and drop it low low 'cause i just wanna party all night in the neon lights so you can't let me go i just wanna feel your body right next to mine all night long baby slow down the song and when it's coming closer to the end hit rewind all night long baby slow down the song yeah baby slow down the song yeah baby slow down the song it's the cataracs if you want me i'm accepting applications so long as we kekeep this record on rotation you know i'm good with mouthtomouth resuscitation breathe me in breathe me out so amazing pre oh oh can we take it nice and slow slow break it down and drop it low low cause i just wanna party all night in the neon lights 'til you can't let me go i just wanna feel your body right next to mine all night long baby slow down the song and when it's coming closer to the end hit rewind all night long baby slow down the song yeah baby slow down the song yeah baby slow down the song breathe me in breathe me out the music's got me going breathe me in breathe me out no stopping 'til the morning breathe me in breathe me out you know i'm ready for it for it for it yeah breathe me in breathe me out the music's got me going breathe me in breathe me out no stopping 'til the morning breathe me in breathe me out you know i'm ready for it for it for it yeah breathe me in breathe me out breathe me in breathe me out breathe me in breathe me out interlude it's the cataracts,Selena Gomez,Slow Down (Danny Verde Remix)
come and get it come and get it come and get it come and get it when you're ready come and get it nananana nananana nananana when you're ready come and get it nananana nananana nananana when you're ready when you're ready when you're ready come and get it nananana nananana nananana you ain't gotta worry it's an open invitation i'll be sitting right here real patient all day all night i'll be waiting standby can't stop because i love it hate the way i love you all day all night maybe i'm addicted for life no lie pre i'm not too shy to show i love you i got no regrets so baby whenever you're ready when you're ready come and get it nananana nananana nananana when you're ready come and get it nananana nananana nananana when you're ready when you're ready when you're ready come and get it nananana nananana nananana you got the kind of love that i want let me get that let me get that yeah and baby once i get it i'm yours no takebacks gon' love you for life i ain't leaving your side even if you knock it ain't no way to stop it forever you're mine baby i'm addicted no lie no lie pre i'm not too shy to show i love you i got no regrets so baby whenever you're ready when you're ready come and get it nananana nananana nananana when you're ready come and get it nananana nananana nananana when you're ready when you're ready when you're ready come and get it nananana nananana nananana this love will be the death of me but i know i'll die happily i'll know i'll know i'll know because you love me so yeah when you're ready come and get it nananana nananana nananana when you're ready come and get it nananana nananana nananana when you're ready when you're ready when you're ready come and get it nananana nananana nananana i'm gonna get it yeah yeah when you're ready when you're ready when you're ready come and get it when you're ready when you're ready come and get it get it nananana nananana nananana when you're ready come and get it nananana nananana nananana i'm gonna get it yeah yeah when you're ready when you're ready when you're ready come and get it when you're ready when you're ready come and get it get it nananana nananana nananana come and get it come and get it come and get it when you're ready come and get it,Selena Gomez,Come & Get It (Cahill Club Remix)
different inflection when you say my name kiss me but your kiss don't taste the same is it real or am i going out of my mind curious 'bout the company that you keep 'cause i hear you talking 'bout her in your sleep and now you've got me talking 'bout her in mine ooh and i bet she has it all bet she's beautiful like you like you and i bet she's got that touch makes you fall in love like you like you i can taste her lipstick and see her laying across your chest i can feel the distance every time you remember her fingertips maybe i should be more like her maybe i should be more like her i can taste her lipstick it's like i'm kissing her too and she's perfect and she's perfect how does she touch you can i try it too i know you're twisted but baby i'm twisted too i wanna know how she could make a man lose his mind with the smell of her perfume i could love her too like you like you and i can almost hear her laugh curving on her back for you for you i can taste her lipstick and see her laying across your chest i can feel the distance every time you remember her fingertips maybe i should be more like her maybe i should be more like her i can taste her lipstick it's like i'm kissing her too and she's perfect i can see her body rushing into you crashing on your skin burning within burning so deep deep on your skin skin next to me she's crashing on your skin settling in burning so deep deep on your skin skin while you sleep uh i can taste her lipstick and see her laying across your chest i can feel the distance every time you remember her fingertips maybe i should be more like her maybe i should be more like her i can taste her lipstick it's like i'm kissing her too and she's perfect,Selena Gomez,Perfect (Unreleased)
selena gomez take away your things and go you can't take back what you said i know i've heard it all before at least a million times i'm not one to forget you know pre selena gomez i don't believe i don't believe it you left in peace left me in pieces too hard to breathe i'm on my knees right now selena gomez with charli xcx i'm so sick of that same old love that shit it tears me up im so sick of that same old love my body's had enough ohohoh that same old love ohohoh that same old love ohohoh that same old love ohohoh that same old love selena gomez i'm not spending any time wasting tonight on you i know i've heard it all so don't you try and change your mind 'cause i won't be changing too you know pre selena gomez you can't believe still can't believe it you left in peace left me in pieces too hard to breathe i'm on my knees right now 'ow selena gomez with charli xcx i'm so sick of that same old love that shit it tears me up im so sick of that same old love my body's had enough ohohoh that same old love ohohoh that same old love ohohoh that same old love ohohoh that same old love im so sick of that same old love feels like i've blown apart im so sick of that same old love the kind that breaks your heart ohohoh that same old love ohohoh that same old love,Selena Gomez,Same Old Love (Filous Remix)
selena gomez take away your things and go you can't take back what you said i know i've heard it all before at least a million times i'm not one to forget you know pre selena gomez i don't believe i don't believe it you left in peace left me in pieces too hard to breathe i'm on my knees right now selena gomez with charli xcx im so sick of that sick of that love im so sick of that sick of that love im so sick of that sick of that love im so sick of that sick of that love im so sick of that same old love feels like i've blown apart im so sick of that same old love the kind that breaks your heart ohohoh that same old love ohohoh that same old love im so sick of that same old love feels like i've blown apart im so sick of that same old love the kind that breaks your heart ohohoh that same old love ohohoh that same old love selena gomez i'm not spending any time wasting tonight on you i know i've heard it all so don't you try and change your mind cause i won't be changing too pre selena gomez you can't believe still can't believe it you left in peace left me in pieces too hard to breathe i'm on my knees right now selena gomez with charli xcx im so sick of that sick of that love im so sick of that sick of that love im so sick of that sick of that love im so sick of that sick of that love im so sick of that im so sick of that same old love feels like i've blown apart im so sick of that same old love the kind that breaks your heart im so sick of that same old love feels like i've blown apart im so sick of that same old love the kind that breaks your heart ohoh yeah im so sick of that same old love feels like i've blown apart im so sick of that same old love the kind that breaks your heart ohohoh that same old love ohohoh that same old love,Selena Gomez,Same Old Love (Romos Remix)
took you like a shot thought that i could chase you with a cold evenin' let a couple years water down how i'm feelin' about you feelin' about you and every time we talk every single word builds up to this moment and i gotta convince myself i don't want it even though i do even though i do pre you could break my heart in two but when it heals it beats for you i know it's forward but it's true i wanna hold you when i'm not supposed to when i'm lyin' close to someone else you're stuck in my head and i can't get you out of it if i could do it all again i know i'd go back to you post i know i'd go back to you oh i know i'd go back to you we never got it right playin' and replayin' old conversations overthinkin' every word and i hate it 'cause it's not me 'cause it's not me 'cause it's not me and what's the point in hidin' everybody knows we got unfinished business and i'll regret it if i didn't say this isn't what it could be isn't what it could be pre you could break my heart in two but when it heals it beats for you i know it's forward but it's true i wanna hold you when i'm not supposed to when i'm lyin' close to someone else you're stuck in my head and i can't get you out of it if i could do it all again i know i'd go back to you post i know i'd go back to you i know i'd go back to you i'd go back to you i'd go back to you i know i said i wasn't sure but i'd go back to you i know i'd go back to you you can break my heart in two but when it heals it beats for you i know it's forward but it's true won't lie i'd go back to you you know my thoughts are runnin' loose it's just a thing you make me do and i could fight but what's the use i know i'd go back to you i wanna hold you when i'm not supposed to when i'm lyin' close to someone else you're stuck in my head and i can't get you out of it if i could do it all again i know i'd go back to you post i'll go back to you i'll go back to you i know i'd go back to you i'd go back to you i'd go back to you i know i'd go back to you go back to you go back to you go back to you go back to you go back to you go back to you,Selena Gomez,Back To You (Nightcore Remix)
my world you tried to change it all but i said hey lets take it slow there was something kept us to not make it together we ended it all you changed with another just for show how do you want me to believe that you were lover i called you mine and there was nothing mine at all cause you owned yourself just to owe to other girl spoke the words i wanted to hear to watch me fall baby we shouldve ruled but you ruined my world you cried to me like i was the one which crucified said you have changed baby have you changed but you looked me in the eye even though you lied i fell to my knees without knowing that you revenged i called you mine and there was nothing mine at all cause you owned yourself just to owe to other girl spoke the words i wanted to hear to watch me fall baby we shouldve ruled but you ruined my world so many years spent but you replaced like its wasted big love big crush and it ended in the way i couldnt take i start to wonder that if she tastes the way i tasted darling i still got the same tiny heart that you still break i called you mine and there was nothing mine at all cause you owned yourself just to owe to other girl spoke the words i wanted to hear to watch me fall baby we shouldve ruled but you ruined my world so many years spent but you replaced like its wasted big love big crush and it ended with your one word i start to wonder that if you still taste like youd tasted baby we shouldve ruled it but you ruined my world,Selena Gomez,My World
drop robert delong when you're ready come and get it nananana nananana nananana when you're ready come and get it nananana nananana nananana when you're ready come and get it nananana nananana nananana when you're ready come and get it nananana nananana nananana drop robert delong when you're ready come and get it when you're ready come and get it when you're ready come and get it when you're ready come and get it nananana nananana nananana when you're ready come and get it nananana nananana nananana when you're ready come and get it drop robert delong,Selena Gomez,Come & Get It (Robert DeLong Remix)
snippet my heart skipped a beat when you smiled then my heart beat me up for a while 'til i finally met the moon,Selena Gomez,’Til I Finally Met the Moon*
what the heart wants what the heart wants what the heart wants wants wants wants you got me sipping on something i can't compare to nothing i've ever known i'm hoping that after this fever i'll survive i know i'm acting a bit crazy strung out a little bit hazy hand over heart i'm praying that i'm gonna make it out alive pre the bed's getting cold and you're not here the future that we hold is so unclear but i'm not alive until you call and i'll bet the odds against it all save your advice 'cause i won't hear you might be right but i don't care there's a million reasons why i should give you up but the heart wants what it wants the heart wants what it wants you got me scattered in pieces shining like stars and screaming lighting me up like venus but then you disappear and make me wait and every second's like torture heroin drip no more so finding a way to let go baby baby no i can't escape pre the bed's getting cold and you're not here the future that we hold is so unclear but i'm not alive until you call and i'll bet the odds against it all save your advice 'cause i won't hear you might be right but i don't care there's a million reasons why i should give you up but the heart wants what it wants the heart wants what it wants the heart wants what it wants the heart wants what it wants this is a modern fairytale no happy endings no wind in our sails but i can't imagine a life without breathless moments breaking me down down down down pre the bed's getting cold and you're not here the future that we hold is so unclear but i'm not alive until you call and i'll bet the odds against it all save your advice 'cause i won't hear you might be right but i don't care there's a million reasons why i should give you up but the heart wants what it wants the heart wants what it wants the heart wants what it wants the heart wants what it wants the heart wants what it wants baby the heart wants what it wants baby it wants what it wants it wants what it wants the heart wants what it wants baby the heart wants what it wants baby,Selena Gomez,The Heart Wants What It Wants (Nightcore Remix)
he said let's get out of this town drive out of the city away from the crowds i thought heaven can't help me now nothin' lasts forever but this is gonna take me down he's so tall and handsome as hell he's so bad but he does it so well i can see the end as it begins my one condition is say you'll remember me standin' in a nice dress starin' at the sunset babe red lips and rosy cheeks say you'll see me again even if it's just in your wildest dreams ah ha wildest dreams ah ha i said no one has to know what wе do his hands are in my hair his clothes are in my room and his voicе is a familiar sound nothin' lasts forever but this is gettin' good now he's so tall and handsome as hell he's so bad but he does it so well and when we've had our very last kiss but my last request is say you'll remember me standin' in a nice dress starin' at the sunset babe red lips and rosy cheeks say you'll see me again even if it's just in your wildest dreams ah ha ha ha wildest dreams ah ha you'll see me in hindsight tangled up with you all night burnin' it down someday when you leave me i bet these memories follow you around you'll see me in hindsight tangled up with you all night burnin' burnin' it it down down someday when you leave me i bet these memories follow follow you you around follow you around say you'll remember me standing in a nice dress starin' at the sunset babe red lips and rosy cheeks say you'll see me again even if it's just pretend say you'll remember me standin' in a nice dress starin' at the sunset babe red lips and rosy cheeks say you'll see me again even if it's just in your just pretend wildest dreams ah ha ah in your wildest dreams ah ha even if it's just in your wildest dreams ah ha ah in your wildest dreams ah ha,Selena Gomez,Wildest dreams
it doesn't hurt like before no دیگه مثل قبل اذیتم نمیکنه نه the wound of your love healed جای زخم عشق تو خوب شده once and for all یک بار برای همیشه i'm stronger alone من خودم به تنهایی قوی ترم it's just that i do not regret the past من فقط دیگه از گذشته پشیمون نیستم i know that time by your side cut my wings میدونم که اون دوران کنار تو بال هامو چید but now this chest is bulletproof اما حالا قلبم ضد گلوله شده verse i don't have you i have myself من تورو ندارم ولی خودمو دارم it's not for you to think that this is for you nah این برای تو نیست که فکر کنی مخاطبش تویی نه i left so that you don't forget رفتم تا فراموش نکنی that a death like you is revived که مرگ و فنایی مثل تو احیا شده when the last sea dries up وقتی آخرین دریا خشک شد is when i will think of returning همون زمانیه که فکر برگشت به سرم میزنه you have understood what i feel باید فهمیده باشی چه حسی دارم you are gone how good is the time تو رفتی چقدر زمان خوبه i'm cured of you i told you already من از تو درمان شدم قبلا هم گفته بودم i don't feel you here anymore i don't feel you anymore دیگه حضورت رو اینجا حس نمیکنم دیگه حست نمیکنم you never knew you didn't know how to value me and oh تو هیچوقت نفهمیدی هیچوقت ارزش منو نفهمیدی once and for all یکبار برای همیشه i'm stronger alone من خودم تنهایی قوی ترینم it's just that i do not regret the past دیگه پشیمون گذشته نیستم i know that the time by your side cut my wings ahah میدونم که اون زمانه کنار تو بال هامو چید but now this chest is bulletproof ولی حالا قلبم ضد گلوله شده,Selena Gomez,De una vez psrsian English
selena gomez take away your things and go you can't take back what you said i know i've heard it all before at least a million times i'm not one to forget you know pre selena gomez i don't believe i don't believe it you left in peace left me in pieces too hard to breathe i'm on my knees right now selena gomez with charli xcx i'm so sick of that same old love that shit it tears me up im so sick of that same old love my body's had enough ohohoh that same old love ohohoh that same old love im so sick of that same old love feels like i've blown apartup boy im so sick of that same old love the kind that breaks your heart ohohoh that same old love im so sick of that same old love sick of that love so sick of that love so sick of that love selena gomez i'm not spending any time wasting tonight on you i know i've heard it all so don't you try and change your mind cause i won't be changing too you know pre selena gomez you can't believe still can't believe it you left in peace left me in pieces too hard to breathe i'm on my knees right now 'ow selena gomez with charli xcx i'm so sick of that same old love that shit it tears me up im so sick of that same old love my body's had enough ohohoh that same old love ohohoh that same old love im so sick of that same old love feels like i've blown apart im so sick of that same old love the kind that breaks your heart so sick of that love so sick of that love so sick of that love so so so sick of that love so sick of that love so sick of that love,Selena Gomez,Same Old Love (Wuki Remix)
first verse your smile was the purest thing in our miry story it shined like the sun and it lighted up my world i have never thought that it could blind me or i would fall to my knees with your one word you brought me to my knees to keep me crawling i always knew that youd never let me survive all this time baby i have known id be falling now im dying in your eyes just to stay alive second verse we had just one life to live and spend together but we couldnt make it we couldnt even try i always chase you down when you got farther baby but it never ended in a way i didnt cry you brought me to my knees to keep me crawling i always knew that youd never let me survive all this time baby i have known id be falling now im dying in your eyes just to stay alive breathing under the water like im drowning im going deeper down im going way too deeper im afraid if it could kill me but im already losing aint nothing else could kill me like you like you you brought me to my knees to keep me crawling i always knew that youd never let me survive all this time baby i have known id be falling now im dying in your eyes just to stay alive im falling from your eyes just to be alive,Selena Gomez,Stay Alive
when you're ready come and get it when you're ready come and get it when you're ready come and get it when you're ready come and get it when you're ready come and get it nananana nananana nananana when you're ready come and get it nananana nananana nananana when you're ready come and get it you ain't gotta worry it's an open invitation i'll be sitting right here real patient all day all night i'll be waiting standby can't stop because i love it hate the way i love you all day all night maybe i'm addicted for life no lie pre i'm not too shy to show i love you i got no regrets i love you much too much to hide you this love ain't finished yet so baby whenever you're ready when you're ready come and get it nananana nananana nananana when you're ready come and get it nananana nananana nananana when you're ready when you're ready when you're ready come and get it nananana nananana nananana you got the kind of love that i want let me get that let me get that yeah and baby once i get it i'm yours no takebacks takebacks gon' love you for life i ain't leaving your side even if you knock it ain't no way to stop it forever you're mine baby i'm addicted no lie no lie pre i'm not too shy to show i love you i got no regrets i got no regrets so baby whenever you're ready when you're ready come and get it nananana nananana nananana when you're ready come and get it nananana nananana nananana when you're ready when you're ready when you're ready come and get it nananana nananana nananana this love will be the death of me but i know i'll die happily i'll know i'll know i'll know because you love me so yeah when you're ready come and get it nananana nananana nananana when you're ready come and get it nananana nananana nananana nananana nananana when you're ready come and get it nananana nananana nananana when you're ready come and get it nananana nananana nananana when you're ready when you're ready when you're ready come and get it nananana nananana nananana nananana nananana nananana nananana nananana nananana when you're ready come and get it when you're ready come and get it when you're ready come and get it when you're ready come and get it when you're ready come and get it,Selena Gomez,Come & Get It (Dave Audé Club Remix)
when you're ready come and get it nananana nananana nananana when you're ready come and get it nananana nananana nananana when you're ready when you're ready when you're ready come and get it nananana nananana nananana you ain't gotta worry it's an open invitation i'll be sitting right here real patient all day all night i'll be waiting standby can't stop because i love it hate the way i love you all day all night maybe i'm addicted for life no lie pre i'm not too shy to show i love you i got no regrets i love you much too much to hide you this love ain't finished yet this love ain't finished yet so baby whenever you're ready when you're ready come and get it nananana nananana nananana when you're ready come and get it nananana nananana nananana when you're ready when you're ready when you're ready come and get it nananana nananana nananana you got the kind of love that i want let me get that let me get that yeah and baby once i get it i'm yours no takebacks gon' love you for life i ain't leaving your side even if you knock it ain't no way to stop it forever you're mine baby i'm addicted no lie no lie pre i'm not too shy to show i love you i got no regrets so baby whenever you're ready when you're ready come and get it nananana nananana nananana when you're ready come and get it nananana nananana nananana when you're ready when you're ready when you're ready come and get it nananana nananana nananana this love will be the death of me but i know i'll die happily i'll know i'll know i'll know because you love me so yeah when you're ready come and get it nananana nananana nananana when you're ready come and get it nananana nananana nananana i'm gonna get it yeah yeah when you're ready when you're ready when you're ready come and get it when you're ready when you're ready come and get it get it nananana nananana nananana,Selena Gomez,Come & Get It (DJ M3 Mixshow Extended Remix)
yeah yeah yeah yeah yeah you ain't gotta worry it's an open invitation i'll be sitting right here real patient all day all night i'll be waiting standby can't stop because i love it hate the way i love you all day all night maybe i'm addicted for life no lie pre i'm not too shy to show i love you i got no regrets i love you much too much to hide you this love ain't finished yet this love ain't finished yet so baby whenever you're ready when you're ready come and get it nananana nananana nananana when you're ready come and get it nananana nananana nananana when you're ready when you're ready when you're ready come and get it nananana nananana nananana yeah come and get it yeah yeah yeah when you're ready come and get it you got the kind of love that i want let me get that and baby once i get it i'm yours no takebacks gon' love you for life i ain't leaving your side even if you knock it ain't no way to stop it forever you're mine baby i'm addicted no lie no lie pre i'm not too shy to show i love you i got no regrets so baby whenever you're ready when you're ready come and get it nananana nananana nananana when you're ready come and get it nananana nananana nananana when you're ready when you're ready when you're ready come and get it nananana nananana nananana yeah yeah come and get it yeah yeah yeah when you're ready come and get it yeah yeah yeah this love will be the death of me but i know i'll die happily yeah i'll know i'll know i'll know yeah because you love me so yeah yeah yeah yeah yeahyeah come and get it yeah yeah get it get it yeah yeah yeah yeah yeah come and get it yeah yeah when you're ready come and get it nananana nananana nananana when you're ready come and get it nananana nananana nananana when you're ready when you're ready when you're ready come and get it nananana nananana nananana yeah nananana when you're ready come and get it when you're ready come and get it nananana nananana nananana when you're ready come and get it nananana nananana nananana when you're ready when you're ready when you're ready come and get it nananana nananana nananana yeah yeah yeah yeah come and get it yeah yeah,Selena Gomez,Come & Get It (Fred Falke Club Remix)
can't keep my hands to myself can't keep my hands to myself no matter how hard i'm trying to i want you all to myself you're metaphorical gin and juice so come on give me a taste of what its like to be next to you won't let one drop go to waste you're metaphorical gin and juice pre cause all of the downs and the uppers keep making love to each other and i'm trying trying i'm trying trying all of the downs and the uppers keep making love to each other and i'm trying trying i'm trying but i can't keep my hands to myself my hands to myself can't keep my hands to myself my hands to myself my hands to myself can't keep my hands to myself my hands to myself my hands to myself can't keep my hands to myself my hands to myself the doctors say you're no good but people say what they wanna say and you should know if i could i'd breathe you in every single day pre all of the downs and the uppers keep making love to each other and i'm trying trying i'm trying trying all of the downs and the uppers keep making love to each other and i'm trying trying i'm trying but i and i'm trying trying i'm trying but i my hands to myself and i'm trying trying i'm trying but i my hands to myself my hands to myself my hands to myself can't keep my hands to myself my hands to myself can't keep my hands to myself my hands to myself can't keep my hands to myself my hands to myself my hands to myself can't keep my hands to myself my hands to myself my hands to myself can't keep my hands to myself my hands to myself,Selena Gomez,Hands to Myself (Betablock3r Remix)
can't keep my hands to myself no matter how hard i'm trying to i want you all to myself you're metaphorical gin and juice so come on give me a taste of what its like to be next to you won't let one drop go to waste you're metaphorical gin and juice pre cause all of the downs and the uppers keep making love to each other and i'm trying trying i'm trying trying all of the downs and the uppers keep making love to each other and i'm trying trying i'm trying but i can't keep my hands to myself the doctors say you're no good but people say what they wanna say and you should know if i could i'd breathe you in every single day pre all of the downs and the uppers keep making love to each other and i'm trying trying i'm trying trying all of the downs and the uppers keep making love to each other and i'm trying trying i'm trying but i can't keep my hands to myself can't keep my hands to myself i want it all no nothing else can't keep my hands to myself give me your all and nothing else oh i i want it all i want it all can't keep my hands to myself i mean i could but why would i want to,Selena Gomez,Hands to Myself (Fareoh Remix)
so you're still thinking of me just like i know you should i can not give you everything you know i wish i could i'm so high at the moment i'm so caught up in this yeah we're just young dumb and broke but we still got love to give while we're young dumb young young dumb and broke young dumb young young dumb and broke young dumb young dumb young young dumb and broke young dumb broke high school kids yadadadadadadada yadadadadadada yadadadadadadada young dumb broke high school kids we have so much in common we argue all the time you always say i'm wrong i'm pretty sure i'm right what's fun about commitment when we have our life to live yeah we're just young dumb and broke but we still got love to give while we're young dumb young young dumb and broke young dumb young young dumb and broke young dumb young young dumb and broke young dumb broke high school kids yadadadadadadada yadadadadadada yadadadadadadada young dumb broke high school kids jump and we think do it all in the name of love love run into sin do it all in the name of fun fun whoaoaoa i'm so high at the moment i'm so caught up in this yeah we're just young dumb and broke but we still got love to give while we're young dumb young young dumb and broke young dumb young young dumb and broke young dumb young dumb young young dumb and broke young dumb broke high school kids yadadadadadadada yadadadadadada yadadadadadadada young dumb broke high school kids,Khalid,Young Dumb & Broke
send me your location let's focus on communicating 'cause i just need the time and place to come through place to come through send me your location let's ride the vibrations i don't need nothing else but you do not need nothing else but you at times i wonder why i fool with you but this is new to me this is new to you initially i didn't wanna fall for you gather my attention it was all for you so don't take advantage don't leave my heart damaged i understand that things go a little bit better when you plan it oh so won't send me your location let's focus on communicating 'cause i just need the time and place to come through send me your location let's ride the vibrations i don't need nothing else but you i don't need nothing else but you i don't wanna fall in love off of subtweets so let's get personal i got a lot of cool spots that we can go tell me what's the move and i got you i'm only acting like this 'cause i like you just give me the vibe to slide in oh i might make you mine by the night and send me your location let's focus on communicating 'cause i just need the time and place to come through place to come through send me your location let's ride the vibrations i don't need nothing else but you i don't need nothing else but you ride ride ride come and vibe with me tonight i don't need nothing else but you i don't need nothing else but you ride ride ride come and vibe with me tonight i don't need nothing else but you nothing else but you do do do do do do oh oh mmm mmm mmm mmm oh oh oh oh oh oh mmm mmm mmm do do do do do do do do do do do do do do do i don't need nothing else but you,Khalid,Location
better nothing baby nothing feels better i'm not really drunk i never get that fucked up i'm not i'm so sober love to see you shine in the night like the diamond you are love to see you shine in the night like the diamond you are i'm good on the side it's alright just hold me in the dark i'm good on the side it's alright just hold me in the dark no one's gotta know what we do hit me up when you're bored no one's gotta know what we do hit me up when you're bored 'cause i live down the street so we meet when you need and it's yours all i hear is nothing feels better than this nothing feels better nothing feels better than this nothing feels better oh no we don't gotta hide this is what you like i'll admit nothing feels better than this you say we're just friends but i swear when nobody's around you say we're just friends but i swear when nobody's around you keep my hand around your neck we connect are you feeling it now you keep my hand around your neck we connect are you feeling it now 'cause i am i got so high the other night i swear to god felt my feet lift the ground i got so high the other night i swear to god i felt my feet lift the ground ooh yeah your back against the wall this is all you've been talking about in my ears nothing feels better than this nothing feels better nothing feels better than this nothing feels better oh no we don't gotta hide this is what you like i admit nothing feels better than this now left right left right take it back bring it side to side like that like that ayy ooh now left right left right take it back bring it side to side like nothing feels better than this nothing feels better nothing feels better than this nothing feels better oh no we don't gotta hide this is what you like i admit nothing feels better than this better than this nothing feels better than this,Khalid,Better
